-0.0814901 1.13669
-0.0698487 1.13669
-0.0582072 1.13669
-0.0465658 1.13669
-0.0349243 1.13669
-0.0232829 1.13669
-0.0116414 1.13669
-4.96305e-16 1.13669
0.0116414 1.13669
0.0232829 1.13669
0.16298 1.13789
0.256112 0.267386
0.267753 0.267386
0.314319 0.264988
0.32596 0.264988
0.337602 0.264988
0.349243 0.264988
0.360885 0.264988
0.372526 0.264988
0.384168 0.264988
0.395809 0.264988
0.407451 0.264988
0.419092 0.264988
0.430733 0.264988
0.442375 0.264988
0.454016 0.264988
0.465658 0.264988
0.477299 0.264988
0.488941 0.264988
0.500582 0.264988
0.512224 0.264988
0.523865 0.264988
0.535506 0.264988
0.547148 0.266187
0.558789 0.264988
0.570431 0.264988
0.582072 0.264988
0.593714 0.264988
0.605355 0.264988
0.616997 0.264988
0.628638 0.264988
0.640279 0.264988
0.651921 0.264988
0.663562 0.264988
0.675204 0.264988
0.686845 0.264988
0.698487 0.264988
0.710128 0.264988
0.721769 0.264988
0.733411 0.264988
0.745052 0.264988
0.756694 0.264988
0.768335 0.264988
0.779977 0.264988
0.791618 0.264988
0.80326 0.264988
0.814901 0.264988
0.826542 0.264988
0.838184 0.264988
0.849825 0.264988
0.861467 0.264988
0.873108 0.264988
0.88475 0.264988
0.896391 0.264988
0.908033 0.264988
0.919674 0.264988
0.931315 0.264988
0.942957 0.264988
0.954598 0.264988
0.96624 0.264988
0.977881 0.264988
0.989523 0.264988
1.00116 0.264988
1.01281 0.264988
1.02445 0.264988
1.03609 0.264988
1.04773 0.264988
1.05937 0.264988
1.07101 0.264988
1.08265 0.264988
1.0943 0.264988
1.10594 0.264988
1.11758 0.264988
1.12922 0.264988
1.14086 0.264988
1.1525 0.264988
1.16414 0.264988
1.17579 0.264988
1.18743 0.264988
1.19907 0.264988
1.21071 0.264988
1.22235 0.264988
1.23399 0.264988
1.24563 0.264988
1.25728 0.264988
1.26892 0.264988
1.28056 0.264988
1.2922 0.264988
1.30384 0.264988
1.31548 0.264988
1.32712 0.264988
1.33877 0.264988
1.35041 0.264988
1.36205 0.264988
1.37369 0.264988
1.38533 0.264988
1.39697 0.264988
1.40861 0.264988
1.42026 0.264988
1.4319 0.264988
1.44354 0.264988
1.45518 0.264988
1.46682 0.264988
1.47846 0.264988
1.4901 0.264988
1.50175 0.264988
1.51339 0.264988
1.52503 0.264988
1.53667 0.264988
1.54831 0.264988
1.55995 0.264988
1.57159 0.264988
1.58324 0.264988
1.59488 0.264988
